Attributes,High,High,High,Low,Low,Low,Open,Open,Open,Close,Close,Close,Volume,Volume,Volume,Adj Close,Adj Close,Adj Close
Symbols,AAPL,MSFT,^GSPC,AAPL,MSFT,^GSPC,AAPL,MSFT,^GSPC,AAPL,MSFT,^GSPC,AAPL,MSFT,^GSPC,AAPL,MSFT,^GSPC
Date,,,,,,,,,,,,,,,,,,
2017-11-08,176.24000549316406,84.61000061035156,2595.469970703125,174.3300018310547,83.83000183105469,2585.02001953125,174.66000366210938,84.13999938964844,2588.7099609375,176.24000549316406,84.55999755859375,2594.3798828125,24409500.0,18034200.0,3899360000.0,170.96197509765625,81.77796173095703,2594.3798828125
2017-11-09,176.10000610351562,84.2699966430664,2586.5,173.13999938964844,82.9000015258789,2566.330078125,175.11000061035156,84.11000061035156,2584.0,175.8800048828125,84.08999633789062,2584.6201171875,29482600.0,21178400.0,3831610000.0,170.61279296875,81.32341766357422,2584.6201171875
2017-11-10,175.3800048828125,84.0999984741211,2583.81005859375,174.27000427246094,83.2300033569336,2575.570068359375,175.11000061035156,83.79000091552734,2580.179931640625,174.6699981689453,83.87000274658203,2582.300048828125,25145500.0,19397800.0,3486910000.0,170.048095703125,81.11067962646484,2582.300048828125
2017-11-13,174.5,83.94000244140625,2587.659912109375,173.39999389648438,83.45999908447266,2574.47998046875,173.5,83.66000366210938,2576.530029296875,173.97000122070312,83.93000030517578,2584.840087890625,16982100.0,14196900.0,3402930000.0,169.36663818359375,81.16869354248047,2584.840087890625
2017-11-14,173.47999572753906,84.0999984741211,2579.659912109375,171.17999267578125,82.9800033569336,2566.56005859375,173.0399932861328,83.5,2577.75,171.33999633789062,84.05000305175781,2578.8701171875,24782500.0,18801300.0,3641760000.0,166.80621337890625,81.28474426269531,2578.8701171875
2017-11-15,170.32000732421875,83.69000244140625,2572.840087890625,168.3800048828125,82.69000244140625,2557.449951171875,169.97000122070312,83.47000122070312,2569.449951171875,169.0800018310547,82.9800033569336,2564.6201171875,29158100.0,19383100.0,3558890000.0,164.60601806640625,80.65296936035156,2564.6201171875
2017-11-16,171.8699951171875,83.41999816894531,2590.090087890625,170.3000030517578,82.94000244140625,2572.949951171875,171.17999267578125,83.0999984741211,2572.949951171875,171.10000610351562,83.19999694824219,2585.639892578125,23637500.0,20962800.0,3312710000.0,166.57257080078125,80.8667984008789,2585.639892578125
2017-11-17,171.38999938964844,83.12000274658203,2583.9599609375,169.63999938964844,82.23999786376953,2577.6201171875,171.0399932861328,83.12000274658203,2582.93994140625,170.14999389648438,82.4000015258789,2578.85009765625,21899500.0,22079000.0,3300160000.0,165.64768981933594,80.08922576904297,2578.85009765625
2017-11-20,170.55999755859375,82.58999633789062,2584.639892578125,169.55999755859375,82.25,2578.239990234375,170.2899932861328,82.4000015258789,2579.489990234375,169.97999572753906,82.52999877929688,2582.139892578125,16262400.0,16315000.0,3003540000.0,165.48220825195312,80.21559143066406,2582.139892578125
2017-11-21,173.6999969482422,83.83999633789062,2601.18994140625,170.77999877929688,82.73999786376953,2589.169921875,170.77999877929688,82.73999786376953,2589.169921875,173.13999938964844,83.72000122070312,2599.030029296875,25131300.0,21237500.0,3332720000.0,168.55857849121094,81.37223052978516,2599.030029296875
2017-11-22,175.0,83.9000015258789,2600.93994140625,173.0500030517578,83.04000091552734,2595.22998046875,173.36000061035156,83.83000183105469,2600.31005859375,174.9600067138672,83.11000061035156,2597.080078125,25588900.0,20553100.0,2762950000.0,170.3304443359375,80.77932739257812,2597.080078125
2017-11-24,175.5,83.43000030517578,2604.2099609375,174.64999389648438,82.77999877929688,2600.419921875,175.10000610351562,83.01000213623047,2600.419921875,174.97000122070312,83.26000213623047,2602.419921875,14026700.0,7425600.0,1349780000.0,170.34017944335938,80.92512512207031,2602.419921875
2017-11-27,175.0800018310547,83.9800033569336,2606.409912109375,173.33999633789062,83.30000305175781,2598.8701171875,175.0500030517578,83.30999755859375,2602.659912109375,174.08999633789062,83.87000274658203,2601.419921875,20716800.0,18265200.0,3006860000.0,169.4834442138672,81.51802062988281,2601.419921875
2017-11-28,174.8699951171875,85.05999755859375,2627.68994140625,171.86000061035156,84.0199966430664,2605.43994140625,174.3000030517578,84.06999969482422,2605.93994140625,173.07000732421875,84.87999725341797,2627.0400390625,26428800.0,21926000.0,3488420000.0,168.49046325683594,82.49967956542969,2627.0400390625
2017-11-29,172.9199981689453,84.91999816894531,2634.889892578125,167.16000366210938,83.18000030517578,2620.320068359375,172.6300048828125,84.70999908447266,2627.820068359375,169.47999572753906,83.33999633789062,2626.070068359375,41666400.0,27381100.0,4078280000.0,164.99545288085938,81.00287628173828,2626.070068359375
2017-11-30,172.13999938964844,84.5199966430664,2657.739990234375,168.44000244140625,83.33999633789062,2633.929931640625,170.42999267578125,83.51000213623047,2633.929931640625,171.85000610351562,84.16999816894531,2647.580078125,41527200.0,33054600.0,4938490000.0,167.302734375,81.80960083007812,2647.580078125
2017-12-01,171.6699981689453,84.80999755859375,2650.6201171875,168.5,83.22000122070312,2605.52001953125,169.9499969482422,83.5999984741211,2645.10009765625,171.0500030517578,84.26000213623047,2642.219970703125,39759300.0,29532100.0,3942320000.0,166.52389526367188,81.89707946777344,2642.219970703125
2017-12-04,172.6199951171875,84.43000030517578,2665.18994140625,169.6300048828125,80.69999694824219,2639.030029296875,172.47999572753906,84.41999816894531,2657.18994140625,169.8000030517578,81.08000183105469,2639.43994140625,32542400.0,39094900.0,4023150000.0,165.30697631835938,78.8062515258789,2639.43994140625
2017-12-05,171.52000427246094,82.68000030517578,2648.719970703125,168.39999389648438,80.9800033569336,2627.72998046875,169.05999755859375,81.33999633789062,2639.780029296875,169.63999938964844,81.58999633789062,2629.570068359375,27350200.0,26152300.0,3539040000.0,165.15118408203125,79.30193328857422,2629.570068359375
2017-12-06,170.1999969482422,83.13999938964844,2634.409912109375,166.4600067138672,81.43000030517578,2624.75,167.5,81.55000305175781,2626.239990234375,169.00999450683594,82.77999877929688,2629.27001953125,28560000.0,26162100.0,3229000000.0,164.5378875732422,80.45858001708984,2629.27001953125
2017-12-07,170.44000244140625,82.80000305175781,2640.989990234375,168.91000366210938,82.0,2626.530029296875,169.02999877929688,82.54000091552734,2628.3798828125,169.32000732421875,82.48999786376953,2636.97998046875,25673300.0,23184500.0,3292400000.0,164.8396759033203,80.17670440673828,2636.97998046875
2017-12-08,171.0,84.58000183105469,2651.64990234375,168.82000732421875,83.33000183105469,2644.10009765625,170.49000549316406,83.62999725341797,2646.2099609375,169.3699951171875,84.16000366210938,2651.5,23355200.0,24489100.0,3106150000.0,164.88836669921875,81.79988098144531,2651.5
2017-12-11,172.88999938964844,85.37000274658203,2660.330078125,168.7899932861328,84.12000274658203,2651.469970703125,169.1999969482422,84.29000091552734,2652.18994140625,172.6699981689453,85.2300033569336,2659.989990234375,35273800.0,22857900.0,3091950000.0,168.1010284423828,82.83988189697266,2659.989990234375
2017-12-12,172.38999938964844,86.05000305175781,2669.719970703125,171.4600067138672,85.08000183105469,2659.780029296875,172.14999389648438,85.30999755859375,2661.72998046875,171.6999969482422,85.58000183105469,2664.110107421875,19409200.0,23924100.0,3555680000.0,167.15667724609375,83.18006134033203,2664.110107421875
2017-12-13,173.5399932861328,86.0,2671.8798828125,172.0,85.16999816894531,2662.85009765625,172.5,85.73999786376953,2667.590087890625,172.27000427246094,85.3499984741211,2662.85009765625,23818400.0,22062700.0,3542370000.0,167.7116241455078,82.95650482177734,2662.85009765625
2017-12-14,173.1300048828125,85.87000274658203,2668.090087890625,171.64999389648438,84.52999877929688,2652.010009765625,172.39999389648438,85.43000030517578,2665.8701171875,172.22000122070312,84.69000244140625,2652.010009765625,20476500.0,19306000.0,3430030000.0,167.66294860839844,82.31502532958984,2652.010009765625
2017-12-15,174.1699981689453,87.08999633789062,2679.6298828125,172.4600067138672,84.87999725341797,2659.139892578125,173.6300048828125,85.26000213623047,2660.6298828125,173.97000122070312,86.8499984741211,2675.81005859375,40169300.0,53936700.0,5723920000.0,169.36663818359375,84.41443634033203,2675.81005859375
2017-12-18,177.1999969482422,87.5,2694.969970703125,174.86000061035156,86.2300033569336,2685.919921875,174.8800048828125,87.12000274658203,2685.919921875,176.4199981689453,86.37999725341797,2690.159912109375,29421100.0,22283800.0,3724660000.0,171.75181579589844,83.9576187133789,2690.159912109375
2017-12-19,175.38999938964844,86.3499984741211,2694.43994140625,174.08999633789062,85.2699966430664,2680.739990234375,175.02999877929688,86.3499984741211,2692.7099609375,174.5399932861328,85.83000183105469,2681.469970703125,27436400.0,23524800.0,3368590000.0,169.92153930664062,83.42304992675781,2681.469970703125
2017-12-20,175.4199981689453,86.30000305175781,2691.010009765625,173.25,84.70999908447266,2676.110107421875,174.8699951171875,86.19999694824219,2688.179931640625,174.35000610351562,85.5199966430664,2679.25,23475600.0,23674900.0,3241030000.0,169.73658752441406,83.12173461914062,2679.25
2017-12-21,176.02000427246094,86.0999984741211,2692.639892578125,174.10000610351562,85.4000015258789,2682.39990234375,174.1699981689453,86.05000305175781,2683.02001953125,175.00999450683594,85.5,2684.570068359375,20949900.0,17990700.0,3273390000.0,170.37911987304688,83.10230255126953,2684.570068359375
2017-12-22,175.4199981689453,85.62999725341797,2685.35009765625,174.5,84.91999816894531,2678.1298828125,174.67999267578125,85.4000015258789,2684.219970703125,175.00999450683594,85.51000213623047,2683.340087890625,16349400.0,14145800.0,2399830000.0,170.37911987304688,83.11202239990234,2683.340087890625
2017-12-26,171.47000122070312,85.52999877929688,2682.739990234375,169.67999267578125,85.02999877929688,2677.9599609375,170.8000030517578,85.30999755859375,2679.090087890625,170.57000732421875,85.4000015258789,2680.5,33185500.0,9891200.0,1968780000.0,166.0565948486328,83.0051040649414,2680.5
2017-12-27,170.77999877929688,85.9800033569336,2685.639892578125,169.7100067138672,85.22000122070312,2678.909912109375,170.10000610351562,85.6500015258789,2682.10009765625,170.60000610351562,85.70999908447266,2682.6201171875,21498200.0,14678000.0,2202080000.0,166.0858154296875,83.30641174316406,2682.6201171875
2017-12-28,171.85000610351562,85.93000030517578,2687.659912109375,170.47999572753906,85.55000305175781,2682.68994140625,171.0,85.9000015258789,2686.10009765625,171.0800018310547,85.72000122070312,2687.5400390625,16480200.0,10594300.0,2153330000.0,166.5531005859375,83.31612396240234,2687.5400390625
2017-12-29,170.58999633789062,86.05000305175781,2692.1201171875,169.22000122070312,85.5,2673.610107421875,170.52000427246094,85.62999725341797,2689.14990234375,169.22999572753906,85.54000091552734,2673.610107421875,25999900.0,18717400.0,2443490000.0,164.75205993652344,83.14118194580078,2673.610107421875
2018-01-02,172.3000030517578,86.30999755859375,2695.889892578125,169.25999450683594,85.5,2682.360107421875,170.16000366210938,86.12999725341797,2683.72998046875,172.25999450683594,85.94999694824219,2695.81005859375,25555900.0,22483800.0,3367250000.0,167.70188903808594,83.53968048095703,2695.81005859375
2018-01-03,174.5500030517578,86.51000213623047,2714.3701171875,171.9600067138672,85.97000122070312,2697.77001953125,172.52999877929688,86.05999755859375,2697.85009765625,172.22999572753906,86.3499984741211,2713.06005859375,29517900.0,26061400.0,3538660000.0,167.67266845703125,83.92847442626953,2713.06005859375
2018-01-04,173.47000122070312,87.66000366210938,2729.2900390625,172.0800018310547,86.56999969482422,2719.070068359375,172.5399932861328,86.58999633789062,2719.31005859375,173.02999877929688,87.11000061035156,2723.989990234375,22434600.0,21912000.0,3695260000.0,168.45150756835938,84.66714477539062,2723.989990234375
2018-01-05,175.3699951171875,88.41000366210938,2743.449951171875,173.0500030517578,87.43000030517578,2727.919921875,173.44000244140625,87.66000366210938,2731.330078125,175.0,88.19000244140625,2743.14990234375,23660000.0,23407100.0,3236620000.0,170.369384765625,85.71688079833984,2743.14990234375
2018-01-08,175.61000061035156,88.58000183105469,2748.510009765625,173.92999267578125,87.5999984741211,2737.60009765625,174.35000610351562,88.19999694824219,2742.669921875,174.35000610351562,88.27999877929688,2747.7099609375,20567800.0,22113000.0,3242650000.0,169.73658752441406,85.80433654785156,2747.7099609375
2018-01-09,175.05999755859375,88.7300033569336,2759.139892578125,173.41000366210938,87.86000061035156,2747.860107421875,174.5500030517578,88.6500015258789,2751.14990234375,174.3300018310547,88.22000122070312,2751.2900390625,21584000.0,19484300.0,3453480000.0,169.7171173095703,85.74602508544922,2751.2900390625
2018-01-10,174.3000030517578,88.19000244140625,2750.800048828125,173.0,87.41000366210938,2736.06005859375,173.16000366210938,87.86000061035156,2745.550048828125,174.2899932861328,87.81999969482422,2748.22998046875,23959900.0,18652200.0,3576350000.0,169.67816162109375,85.35723876953125,2748.22998046875
2018-01-11,175.49000549316406,88.12999725341797,2767.56005859375,174.49000549316406,87.23999786376953,2752.780029296875,174.58999633789062,88.12999725341797,2752.969970703125,175.27999877929688,88.08000183105469,2767.56005859375,18667700.0,17808900.0,3641320000.0,170.6419677734375,85.60994720458984,2767.56005859375
2018-01-12,177.36000061035156,89.77999877929688,2787.85009765625,175.64999389648438,88.44999694824219,2769.639892578125,176.17999267578125,88.66999816894531,2770.179931640625,177.08999633789062,89.5999984741211,2786.239990234375,25418100.0,24271500.0,3573970000.0,172.4040985107422,87.08733367919922,2786.239990234375
2018-01-16,179.38999938964844,90.79000091552734,2807.5400390625,176.13999938964844,88.01000213623047,2768.639892578125,177.89999389648438,90.0999984741211,2798.9599609375,176.19000244140625,88.3499984741211,2776.419921875,29565900.0,36599700.0,4325970000.0,171.52789306640625,85.87236785888672,2776.419921875
2018-01-17,179.25,90.27999877929688,2807.0400390625,175.07000732421875,88.75,2778.3798828125,176.14999389648438,89.08000183105469,2784.989990234375,179.10000610351562,90.13999938964844,2802.56005859375,34386800.0,25621200.0,3778050000.0,174.3608856201172,87.6121826171875,2802.56005859375
2018-01-18,180.10000610351562,90.66999816894531,2805.830078125,178.25,89.66000366210938,2792.56005859375,179.3699951171875,89.80000305175781,2802.39990234375,179.25999450683594,90.0999984741211,2798.030029296875,31193400.0,24159700.0,3681470000.0,174.51663208007812,87.57330322265625,2798.030029296875
2018-01-19,179.5800018310547,90.61000061035156,2810.330078125,177.41000366210938,89.66000366210938,2798.080078125,178.61000061035156,90.13999938964844,2802.60009765625,178.4600067138672,90.0,2810.300048828125,32425100.0,36875000.0,3639430000.0,173.7378387451172,87.47610473632812,2810.300048828125
2018-01-22,177.77999877929688,91.62000274658203,2833.030029296875,176.60000610351562,89.73999786376953,2808.1201171875,177.3000030517578,90.0,2809.159912109375,177.0,91.61000061035156,2832.969970703125,27108600.0,23601600.0,3471780000.0,172.3164520263672,89.04096221923828,2832.969970703125
2018-01-23,179.44000244140625,92.30000305175781,2842.239990234375,176.82000732421875,91.54000091552734,2830.590087890625,177.3000030517578,91.9000015258789,2835.050048828125,177.0399932861328,91.9000015258789,2839.1298828125,32689100.0,23412800.0,3519650000.0,172.3553924560547,89.32282257080078,2839.1298828125
2018-01-24,177.3000030517578,93.43000030517578,2852.969970703125,173.1999969482422,91.58000183105469,2824.81005859375,177.25,92.55000305175781,2845.419921875,174.22000122070312,91.81999969482422,2837.5400390625,51105100.0,33277500.0,4014070000.0,169.61001586914062,89.24506378173828,2837.5400390625
2018-01-25,174.9499969482422,93.23999786376953,2848.56005859375,170.52999877929688,91.93000030517578,2830.93994140625,174.50999450683594,92.47000122070312,2846.239990234375,171.11000061035156,92.33000183105469,2839.25,41529000.0,26383200.0,3835150000.0,166.5823211669922,89.74076843261719,2839.25
2018-01-26,172.0,94.05999755859375,2872.8701171875,170.05999755859375,92.58000183105469,2846.179931640625,172.0,93.12000274658203,2847.47998046875,171.50999450683594,94.05999755859375,2872.8701171875,39143000.0,29172200.0,3443230000.0,166.9717254638672,91.42225646972656,2872.8701171875
2018-01-29,170.16000366210938,95.44999694824219,2870.6201171875,167.07000732421875,93.72000122070312,2851.47998046875,170.16000366210938,95.13999938964844,2867.22998046875,167.9600067138672,93.91999816894531,2853.530029296875,50640400.0,31569900.0,3573830000.0,163.5156707763672,91.28617858886719,2853.530029296875
2018-01-30,167.3699951171875,93.66000366210938,2837.75,164.6999969482422,92.0999984741211,2818.27001953125,165.52999877929688,93.30000305175781,2832.739990234375,166.97000122070312,92.73999786376953,2822.429931640625,46048200.0,38635100.0,3990650000.0,162.55186462402344,90.1392593383789,2822.429931640625
2018-01-31,168.44000244140625,95.4000015258789,2839.260009765625,166.5,93.51000213623047,2813.0400390625,166.8699951171875,93.75,2832.409912109375,167.42999267578125,95.01000213623047,2823.81005859375,32478900.0,48756300.0,4261280000.0,162.99969482421875,92.34561157226562,2823.81005859375
2018-02-01,168.6199951171875,96.06999969482422,2835.9599609375,166.75999450683594,93.58000183105469,2812.699951171875,167.1699981689453,94.79000091552734,2816.449951171875,167.77999877929688,94.26000213623047,2821.97998046875,47230800.0,47227900.0,3938450000.0,163.34042358398438,91.61664581298828,2821.97998046875
2018-02-02,166.8000030517578,93.97000122070312,2808.919921875,160.10000610351562,91.5,2759.969970703125,166.0,93.63999938964844,2808.919921875,160.5,91.77999877929688,2762.1298828125,86593800.0,47867800.0,4301130000.0,156.25306701660156,89.20618438720703,2762.1298828125
2018-02-05,163.8800048828125,93.23999786376953,2763.389892578125,156.0,88.0,2638.169921875,159.10000610351562,90.55999755859375,2741.06005859375,156.49000549316406,88.0,2648.93994140625,72738500.0,51031500.0,5283460000.0,152.3491668701172,85.53218841552734,2648.93994140625
2018-02-06,163.72000122070312,91.4800033569336,2701.0400390625,154.0,85.25,2593.070068359375,154.8300018310547,86.88999938964844,2614.780029296875,163.02999877929688,91.33000183105469,2695.139892578125,68243800.0,67998600.0,5891660000.0,158.7161102294922,88.76880645751953,2695.139892578125
2018-02-07,163.39999389648438,91.7699966430664,2727.669921875,159.07000732421875,89.19999694824219,2681.330078125,163.08999633789062,90.48999786376953,2690.949951171875,159.5399932861328,89.61000061035156,2681.659912109375,51608600.0,41107600.0,4626570000.0,155.3184356689453,87.09703826904297,2681.659912109375
2018-02-08,161.0,89.87999725341797,2685.27001953125,155.02999877929688,84.76000213623047,2580.56005859375,160.2899932861328,89.70999908447266,2685.010009765625,155.14999389648438,85.01000213623047,2581.0,54390500.0,55628700.0,5305440000.0,151.0446319580078,82.62604522705078,2581.0
2018-02-09,157.88999938964844,88.93000030517578,2638.669921875,150.24000549316406,83.83000183105469,2532.68994140625,157.07000732421875,86.30000305175781,2601.780029296875,156.41000366210938,88.18000030517578,2619.550048828125,70672600.0,63499100.0,5680070000.0,152.89210510253906,85.7071533203125,2619.550048828125
2018-02-12,163.88999938964844,89.77999877929688,2672.610107421875,157.50999450683594,87.93000030517578,2622.449951171875,158.5,88.73999786376953,2636.75,162.7100067138672,89.12999725341797,2656.0,60819500.0,35720300.0,4055790000.0,159.0504150390625,86.6304931640625,2656.0
2018-02-13,164.75,90.0,2668.840087890625,161.64999389648438,87.80000305175781,2637.080078125,161.9499969482422,88.93000030517578,2646.27001953125,164.33999633789062,89.83000183105469,2662.93994140625,32549200.0,26407700.0,3472870000.0,160.64378356933594,87.31087493896484,2662.93994140625
2018-02-14,167.5399932861328,90.98999786376953,2702.10009765625,162.8800048828125,88.41000366210938,2648.8701171875,163.0399932861328,88.51000213623047,2651.2099609375,167.3699951171875,90.80999755859375,2698.6298828125,40644900.0,34960900.0,4003740000.0,163.6055908203125,88.67800903320312,2698.6298828125
2018-02-15,173.08999633789062,92.72000122070312,2731.510009765625,169.0,90.62000274658203,2689.820068359375,169.7899932861328,91.20999908447266,2713.4599609375,172.99000549316406,92.66000366210938,2731.199951171875,51147200.0,27823900.0,3684910000.0,169.09921264648438,90.48458099365234,2731.199951171875
